code,description,name,address,city,state,zip,phone,fax,person,business indicator,women business indicator,local business indicator,over million dollar revenue indicator,date
09650  ,RESILIENT FLOORING                                                                        ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
09900  ,PAINTING                                                                                  ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,Ash Contracting Corp.,1641  East 94th Street,Brooklyn                      ,NY,11236-5223     ,718-531-2675                  ,718-531-2202   ,Praewpan Ash                  ,Y,N,N,Y,11/04/2019
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,"Ashnu International, Inc.",58-09 28th Avenue,Woodside                      ,NY,11377          ,718-267-7590                  ,732-620-0533   ,Nayan Parikh                  ,Y,N,N,Y,11/28/2020
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,"Ashnu International, Inc.",58-09 28th Avenue,Woodside                      ,NY,11377          ,718-267-7590                  ,732-620-0533   ,Nayan Parikh                  ,Y,N,N,Y,11/28/2020
99999  ,GENERAL CONTRACTOR                                                                        ,"Ashnu International, Inc.",58-09 28th Avenue,Woodside                      ,NY,11377          ,718-267-7590                  ,732-620-0533   ,Nayan Parikh                  ,Y,N,N,Y,11/28/2020
31015  ,ARCHITECTURAL - FULL SERVICE FIRM                                                         ,Ashok Architecture And Planning,202-43 46th Road,Bayside                       ,NY,11361          ,718-807-6006                  ,347-408-4713   ,Ashish Patel                  ,Y,N,N,Y,10/23/2018
02200  ,SITE PREPARATION                                                                          ,"GAZEBO CONTRACTING, INC.",3-02 26TH AVENUE,ASTORIA                       ,NY,11102          ,718-728-1770                  ,917-440-7028   ,Benedetto Filingeri           ,N,N,N,Y,10/31/2020
02300  ,EARTHWORK                                                                                 ,"GAZEBO CONTRACTING, INC.",3-02 26TH AVENUE,ASTORIA                       ,NY,11102          ,718-728-1770                  ,917-440-7028   ,Benedetto Filingeri           ,N,N,N,Y,10/31/2020
02800  ,SITE IMPROVEMENTS                                                                         ,"GAZEBO CONTRACTING, INC.",3-02 26TH AVENUE,ASTORIA                       ,NY,11102          ,718-728-1770                  ,917-440-7028   ,Benedetto Filingeri           ,N,N,N,Y,10/31/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,"GAZEBO CONTRACTING, INC.",3-02 26TH AVENUE,ASTORIA                       ,NY,11102          ,718-728-1770                  ,917-440-7028   ,Benedetto Filingeri           ,N,N,N,Y,10/31/2020
37106  ,TESTING/INSPECTION SERVICES                                                               ,GB GEOTECHNICS USA INC.,32  Old Slip,NEW YORK                      ,NY,10005          ,212-777-3770                  ,212-777-3130   ,Clareena Macchia              ,N,N,N,Y,07/24/2018
32025  ,ENGINEERING - M/E/P FULL SERVICE FIRM                                                     ,"GC ENG ENGINEERING ASSOCIATES, P.C.",141 West 28th Street,New York                      ,NY,10001          ,212-695-5313                  ,646-932-2436   ,Shigehiro Shishido            ,N,N,N,Y,04/14/2020
86040  ,INFORMATION TECHNOLOGY CONSULTANT                                                         ,GCOM Software LLC,99 John Street,New York                      ,NY,10038          ,917-399-6066                  ,518-869-1671   ,Holly Savarese                ,Y,N,N,Y,01/13/2019
86060  ,PERSONNEL SERVICES - TEMPORARY                                                            ,GCOM Software LLC,99 John Street,New York                      ,NY,10038          ,917-399-6066                  ,518-869-1671   ,Holly Savarese                ,Y,N,N,Y,01/13/2019
32030  ,ENGINEERING - CIVIL/STRUCTURAL                                                            ,"Gedeon Engineering, PC",6901 Jericho Turnpike,Syosset                       ,NY,11791          ,516-873-7010                  ,,Carlene K. Cherebin           ,Y,N,N,Y,09/15/2018
37033  ,ENVMNTL IMPACT STUDIES/ASSESS/STMNTS                                                      ,"GEI Consultants, Inc.",1385 Broadway,New York                      ,NY,10018          ,781-721-4080                  ,978-857-7563   ,Rosemary Rikeman              ,N,N,N,Y,01/31/2021
86030  ,ENVIRONMENTAL CONSULTING SERVICES                                                         ,"GEI Consultants, Inc.",1385 Broadway,New York                      ,NY,10018          ,781-721-4080                  ,978-857-7563   ,Rosemary Rikeman              ,N,N,N,Y,01/31/2021
86034  ,"HAZMAT-UST, CONFINED SPACES, SOIL/GROUND                                                  ","GEI Consultants, Inc.",1385 Broadway,New York                      ,NY,10018          ,781-721-4080                  ,978-857-7563   ,Rosemary Rikeman              ,N,N,N,Y,01/31/2021
02300  ,EARTHWORK                                                                                 ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
04200  ,UNIT MASONRY                                                                              ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
04900  ,MASONRY RESTORATION/CLEANING                                                              ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
05500  ,METAL FABRICATIONS                                                                        ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
07100  ,WATERPROOFING                                                                             ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
07500  ,MEMBRANE ROOFING                                                                          ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
07600  ,FLASHING AND SHEET METAL                                                                  ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
09250  ,GYPSUM BOARD                                                                              ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
09900  ,PAINTING                                                                                  ,GEM - QUALITY CORPORATION,5620 1st Avenue,Brooklyn                      ,NY,11220          ,718-759-9277                  ,646-533-4062   ,Irshad Ahmed                  ,Y,N,N,Y,08/21/2020
86080  ,SECURITY SERVICES - WATCHGUARD/PATROL                                                     ,GEMINI SECURITY SERVICES INC,7 BANES COURT,BRONX                         ,NY,10473          ,718-860-1867                  ,646-671-0417   ,Larry J. Obasuyi              ,Y,N,N,Y,12/22/2018
15400  ,PLUMBING                                                                                  ,"Genuine Plumbing & Heating, LLC",50  Androvette Street,Staten Island                 ,NY,10309          ,718-605-6201                  ,,Jodi Ruriani                  ,N,N,N,N,02/25/2019
15500  ,HEAT GENERATION                                                                           ,"Genuine Plumbing & Heating, LLC",50  Androvette Street,Staten Island                 ,NY,10309          ,718-605-6201                  ,,Jodi Ruriani                  ,N,N,N,N,02/25/2019
32035  ,ENGR - OTHER SPCLTS (USE WITH PROFILE CODES)                                              ,"GEOCOMP, P.C.",111 John Street,New York                      ,NY,10038          ,212-558-9092                  ,978-621-0254   ,Ritesh Patel                  ,N,N,N,Y,12/13/2019
03300  ,CAST-IN PLACE CONCRETE                                                                    ,"Geomatrix Services, Inc.",210 East High Street,Bound Brook                   ,NJ,08805-2004     ,732-568-9000                  ,917-682-4251   ,Santhebennur Sridharamurthy   ,N,N,N,Y,08/09/2020
07100  ,WATERPROOFING                                                                             ,"Geomatrix Services, Inc.",210 East High Street,Bound Brook                   ,NJ,08805-2004     ,732-568-9000                  ,917-682-4251   ,Santhebennur Sridharamurthy   ,N,N,N,Y,08/09/2020
07500  ,MEMBRANE ROOFING                                                                          ,"Geomatrix Services, Inc.",210 East High Street,Bound Brook                   ,NJ,08805-2004     ,732-568-9000                  ,917-682-4251   ,Santhebennur Sridharamurthy   ,N,N,N,Y,08/09/2020
07600  ,FLASHING AND SHEET METAL                                                                  ,"Geomatrix Services, Inc.",210 East High Street,Bound Brook                   ,NJ,08805-2004     ,732-568-9000                  ,917-682-4251   ,Santhebennur Sridharamurthy   ,N,N,N,Y,08/09/2020
15500  ,HEAT GENERATION                                                                           ,"Geomatrix Services, Inc.",210 East High Street,Bound Brook                   ,NJ,08805-2004     ,732-568-9000                  ,917-682-4251   ,Santhebennur Sridharamurthy   ,N,N,N,Y,08/09/2020
